Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 8:30,12:20,Room 2510,Class - no signage,0,PPL,,#82617 GSWS 316: Disciplining Sex: Feminist Science Studies,,Audio/Visual Services:,,,1,EA,"Computer - Mac, with Internet Connection",,,1,EA,"Computer - Mac, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 8:30,12:20,Room 2510,Class - no signage,0,PPL,,#82617 GSWS 316: Disciplining Sex: Feminist Science Studies,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:30,Room 1500,Class,16,PPL,,#81212 CT975-VA1161 Kyungwoon 4-week Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:30,Room 1500,Class,16,PPL,,#81212 CT975-VA1161 Kyungwoon 4-week Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:30,Room 1510,Class,0,PPL,,#81213 CT975-VA1161 Kyungwoon 4-week Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:30,Room 1510,Class,0,PPL,,#81213 CT975-VA1161 Kyungwoon 4-week Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,12:50,Room 1525,Class - no signage,0,PPL,,#82478 PLCY 812 G300,,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,12:50,Room 1525,Class - no signage,0,PPL,,#82478 PLCY 812 G300,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:20,Room 200,Class,0,PPL,,#79678 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:20,Room 200,Class,0,PPL,,#79678 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:20,Room 200,Class,0,PPL,,#79678 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,House PA System (with Projector rental),,,1,EA,House PA System (with Projector rental),sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2280,Class,0,PPL,,#79696 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2280,Class,0,PPL,,#79696 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2520,Class,0,PPL,,#79699 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2520,Class,0,PPL,,#79699 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2540,Class,0,PPL,,#83077 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2540,Class,0,PPL,,#83077 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2925,Class,0,PPL,,#79698 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 2925,Class,0,PPL,,#79698 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,12:50,Room 3000,Class - no signage,0,PPL,,#82259 PLCY 802 G100,,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,12:50,Room 3000,Class - no signage,0,PPL,,#82259 PLCY 802 G100,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 400,Class,0,PPL,,#79679 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,15:20,Room 400,Class,0,PPL,,#79679 ELC503-VA11611 ELC Full-Time Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,VHS/DVD Combo Package,,,1,EA,VHS/DVD Combo Package,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,"Portable Screen - Large (60"" x 60"")",,,1,EA,"Portable Screen - Large (60"" x 60"")",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,Blue Data Cable,,,1,EA,Blue Data Cable,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,"Computer - Mac, with Internet Connection",,,1,EA,"Computer - Mac, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,CD Player,,,1,EA,CD Player,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,Portable CD/Cassette Player,,,1,EA,Portable CD/Cassette Player,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:00,16:00,Room 7060,Class,0,PPL,,#79059 Chinese/English Interpretation and Translation Diploma Program,MECS,Audio/Visual Services:,,,1,EA,Wired Internet Connection - Internal Client,,,1,EA,Wired Internet Connection - Internal Client,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:30,12:20,Room 2290,Class - no signage,0,PPL,,#82473 GERO 810 G100,,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:30,12:20,Room 2290,Class - no signage,0,PPL,,#82473 GERO 810 G100,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:30,12:20,Room 3122,Class - no signage,0,PPL,,#82484 PUB 801 G100,,Audio/Visual Services:,,,1,EA,"Computer - Mac, with Internet Connection",,,1,EA,"Computer - Mac, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact, 9:30,12:20,Room 3122,Class - no signage,0,PPL,,#82484 PUB 801 G100,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1425,Class,0,PPL,,#82890 SCFC545-VA1161 James Joyce's Early Fiction: Dubliners and A Portrait of the Artist as a Young Man,,Audio/Visual Services:,,,1,EA,Floor Microphone,,,1,EA,Floor Microphone,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1505/15,Class - no signage,0,PPL,,#82643 JAPN 100: Introduction to Japanese I,,Audio/Visual Services:,,,1,EA,Document Camera,,,1,EA,Document Camera,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1505/15,Class - no signage,0,PPL,,#82643 JAPN 100: Introduction to Japanese I,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1800,Class - no signage,0,PPL,,#82659 PUB 101: Publication of Self in Everyday Life,,Audio/Visual Services:,,,1,EA,"Computer - Mac, with Internet Connection",,,1,EA,"Computer - Mac, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1800,Class - no signage,0,PPL,,#82659 PUB 101: Publication of Self in Everyday Life,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 1800,Class - no signage,0,PPL,,#82659 PUB 101: Publication of Self in Everyday Life,,Audio/Visual Services:,,,1,EA,Wireless Microphone - Lavalier,,,1,EA,Wireless Microphone - Lavalier,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 2235,Class - no signage,0,PPL,,#82635 IS 409 D200/D201: Special Topics I,,Audio/Visual Services:,,,1,EA,"Computer - Mac, with Internet Connection",,,1,EA,"Computer - Mac, with Internet Connection",sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,10:30,12:20,Room 2235,Class - no signage,0,PPL,,#82635 IS 409 D200/D201: Special Topics I,,Audio/Visual Services:,,,1,EA,Data Projector,,,1,EA,Data Projector,sfu_daily_ops_res_start_time.rpt
Harbour Centre,Jan-23-16,Page 1 of 1,15:07,Daily Resources by Setup Time,"Tuesday, January 26, 2016 - Wednesday, January 27, 2016",Audio/Visual Services,Caterer: Unknown,"Tuesday, January 26, 2016",Start,End,Space,Function / Event,Attend /MECS Contact,11:30,14:20,Room 1325,Class - no signage,0,PPL,,#82614 GERO 406: Death and Dying,,Audio/Visual Services:,,,1,EA,"Computer - PC, with Internet Connection",,,1,EA,"Computer - PC, with Internet Connection",sfu_daily_ops_res_start_time.rpt
